dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,water_capstone_min_time,water_capstone_max_time,egauge_min_time,egauge_max_time,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,gen,grid,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,use,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
7117,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,,,,,,,, , , , , , ,,,,4/11/12 18:52,5/10/13 16:29,,,,,5/29/14 0:00,5/31/15 2:42,yes,,,,,yes,,yes,,,,,,yes,,,,yes,yes,yes,,,,,,,,yes,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,yes,,,,,,,yes,,,,,yes,,,,,
7566,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,,,,,,,, , , , , ,yes,,,,4/11/12 18:59,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7767,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,3/19/12,,2008,1252,1252,0,0,0,0, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,5/2/12 19:00,5/31/15 2:59,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
7794,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,3/19/12,,2008,2345,1385,960,0,0,0, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,12/11/12 18:00,5/31/15 2:59,yes,,,,,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,
8059,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,8/31/14 10:52,5/31/15 2:59,,,,,,yes,,,,,,,,yes,,,,yes,yes,,,,yes,,yes,,yes,yes,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
8086,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,,2008,2919,1401,1518,0,0,0, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,1/13/14 18:00,5/31/15 2:59,yes,,,,,yes,,,,,,,,yes,,,,yes,,,yes,,yes,,,,yes,yes,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,yes,,,,,,,yes,,,,,yes,,yes,,,
8419,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,3/19/12,,2009,2962,1603,1359,,,, , , , , , ,,,,4/11/12 17:25,5/10/13 16:27,,,,,8/17/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,yes,,,,yes,yes,,,yes,yes,,,,yes,yes,,,,yes,yes,,,,yes,,,,,,yes,,yes,,,,yes,,,,,,,yes,,yes,,,yes,,yes,,,
8911,yes,Town Home,,,yes,,,,,Austin,Texas,,3/19/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8956,yes,Town Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,,3/19/12,,2009,1240,620,620,0,0,0, , , , ,yes, ,,,,4/11/12 18:58,5/10/13 16:29,,,,,2/28/13 18:00,5/31/15 2:59,yes,,,,,yes,,yes,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,yes,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,yes,yes,,,,,yes,,,,,
9248,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,,2007,3754,1920,1665,169,0,0, , , ,yes, ,yes,,,,4/12/12 17:47,5/10/13 16:22,,,,,11/15/13 18:00,5/31/15 2:59,yes,yes,,,,yes,,,,,,,,,,,,yes,yes,yes,,,yes,yes,,,yes,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,yes,,yes,,,
9278,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,,2009,3015,1497,1518,0,0,0, , , , ,yes, ,,,,4/11/12 18:59,5/10/13 16:29,,,,,4/8/14 19:00,5/31/15 2:59,yes,,,,,yes,,,,,,,yes,yes,,,,yes,,yes,,,yes,yes,,,yes,yes,,,,,,,yes,yes,yes,,,,,,,,yes,,,,yes,yes,,,,,,yes,yes,,,,yes,,,,,
7304,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/23/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4874,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/26/12,,2010,2021,1383,638,0,0,0, , , ,yes,yes, ,,,,4/11/12 18:59,5/10/13 16:29,,,,,6/25/13 19:00,5/31/15 2:59,yes,,,,,yes,,,,,,,,yes,,yes,,yes,yes,yes,,,yes,,yes,,yes,yes,,,,,,,yes,yes,,,,,,,yes,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
5677,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,,4/4/12,,1948,996,,,,,, ,yes, ,yes,yes, ,,,,,,,,,,2/28/13 18:00,5/31/15 2:39,yes,,,,,yes,,,,,,,,yes,,,,,,yes,yes,,yes,,,,,yes,,yes,,,,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,
946,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,,4/17/12,,,,,,,,, , , ,yes,yes,yes,,,,4/11/12 18:08,5/10/13 16:29,,,,,4/25/14 0:00,5/31/15 3:59,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,yes,,,,,,,yes,yes,,,,,,,yes,,yes,yes,yes,,,,,,,,,yes,,,,yes,yes,,,,,
1473,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,4/17/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6773,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,4/17/12,,,,,,,,, , , , , , ,,,,4/11/12 18:58,5/10/13 16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7641,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,4/17/12,,,,,,,,, , , , ,yes, ,,,,4/11/12 18:59,5/10/13 16:29,,,,,5/28/14 19:00,10/15/14 18:59,yes,,,,,,,,yes,,,,,yes,,,,yes,yes,yes,,,yes,,yes,,,yes,,,,yes,,,yes,yes,yes,yes,,,,,,,yes,,,,yes,,,,,,,yes,,,,,yes,,,,,
6524,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,4/19/12,,,,,,,,, , , ,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4641,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,,4/26/12,,2009,1518,759,759,0,0,0, , , , , , ,1,,,,,,,,,12/12/12 18:00,5/31/15 3:59,yes,,,,,,,,,,,,yes,yes,,,,yes,,yes,,,yes,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,yes,yes,,
7510,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,4/26/12,,1991,3780,1939,1841,0,0,0, ,yes, ,yes,yes, ,2,,,,,,,,,8/17/12 19:00,5/31/15 3:59,yes,yes,,,,yes,,yes,yes,yes,yes,yes,,yes,,,,,,yes,,,yes,yes,yes,,yes,yes,,,,,yes,,,,yes,,,,,,yes,,,yes,,,yes,,,,,,,yes,,,,,yes,,,yes,,
8292,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,4/26/12,,2012,2377,1508,869,0,0,0, ,yes, ,yes,yes,yes,2,,,4/11/12 18:59,5/10/13 16:28,,,,,2/16/13 18:00,5/31/15 3:59,yes,,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,yes,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
9849,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,4/30/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7881,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,,5/1/12,,,,,,,,, , , , , , ,,,,,,,,,,9/6/14 19:00,11/20/14 17:59,yes,,,,,yes,,yes,,,,,,yes,,,,,,yes,,,yes,,,,,yes,,,,,yes,,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,,
1042,yes,Town Home,,,yes,,,,,Austin,Texas,,5/2/12,,,,,,,,, , , , ,yes, ,,,,4/11/12 18:57,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/4/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2615,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/4/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4187,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/4/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6182,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/4/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9875,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,,5/4/12,,1939,1241,,,,,, , , ,yes, , ,,,,,,,,,,3/20/13 19:00,5/31/15 3:59,yes,,,,,yes,,,,,,,,,yes,,,yes,yes,,,,yes,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,yes,,,,,yes,,,,,
6121,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,5/7/12,,2010,2174,972,1202,0,0,0, , , ,yes,yes,yes,,,,,,,,,,8/15/12 19:00,5/31/15 2:59,yes,,,,,,,yes,yes,,,,yes,,,,,yes,,yes,,,yes,,yes,,yes,yes,,,,,,,,,yes,yes,,,,,,,,yes,,,,,,,,,yes,yes,,,,,yes,,yes,yes,,
1556,yes,Town Home,,,yes,,,,,Austin,Texas,,5/8/12,,,,,,,,, , , , ,yes, ,,,,4/11/12 18:39,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/8/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4946,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/8/12,,2007,2212,1190,1022,0,0,0, , , , ,yes,yes,2,,,,,,,,,2/16/13 18:00,5/31/15 3:59,yes,yes,,,,,,,,,,,,yes,,,,yes,,yes,,,yes,yes,,,,yes,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,yes,,,,,yes,,,,,
9944,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/8/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1619,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/9/12,,,,,,,,, , , , , , ,,,,10/8/12 14:10,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3500,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,,5/10/12,,2001,3090,2000,1090,0,0,0, ,yes, , , ,yes,2,,,,,,,,,8/7/12 19:00,5/25/15 2:59,yes,yes,,,,,,,,,,,,yes,,yes,,yes,,,yes,,yes,yes,,,,yes,,,,,yes,yes,,,,,,,,,,,yes,yes,,,yes,,,,yes,,,yes,,,,,yes,,,,,
4957,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,5/10/12,,2006,3381,2135,1246,0,0,0, ,yes, , ,yes, ,2,,,,,,,,,7/18/12 0:00,5/31/15 3:59,yes,yes,,,,,,,,,,,yes,yes,,,,yes,,yes,,,yes,yes,,,yes,yes,,,,,,,yes,yes,yes,,,,,,yes,,yes,yes,,,,,,,,,yes,yes,,,,,yes,yes,,,,
8197,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,5/10/12,,1999,3952,2390,1562,0,0,0, ,yes, ,yes, ,yes,3,,,,,,,,,9/28/13 19:00,5/31/15 2:59,yes,yes,yes,,,,,yes,,,,,yes,,yes,yes,,yes,,,yes,,yes,yes,,,yes,yes,,,,,,,yes,yes,,,,,,,,,yes,yes,,,yes,,,,,,yes,yes,yes,,,,yes,,,,,
5357,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,5/11/12,,,,,,,,, , , , ,yes,yes,,,,,,,,,,9/27/12 19:00,5/31/15 3:59,yes,,,,,yes,,yes,,,,,yes,yes,,,,yes,yes,,yes,,,,,,yes,yes,,,,,yes,,,,,,,,,,yes,,yes,,,,yes,yes,,,yes,,yes,yes,,,,,yes,,,yes,,
4213,yes,Town Home,,,yes,,,,,Austin,Texas,,5/16/12,,,,,,,,, , , ,yes,yes,yes,,,,,,,,,,10/8/14 0:00,5/31/15 2:59,yes,,,,,yes,,,,,,,,yes,,,,yes,,,yes,,yes,,,,,yes,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,yes,,,,,yes,,,,,
9613,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/16/12,,1969,1597,1597,0,0,0,0, , , , , , ,1,,,,,,,,,7/25/13 19:00,5/31/15 2:59,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,yes,,,,,,,yes,,yes,,,,,,,,,,,,yes,,,,,,,yes,,,,,yes,,,,,
3235,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/17/12,,,,,,,,, , , , , ,yes,,,,,,,,,,8/20/13 19:00,10/3/14 18:59,,,,yes,,,,,,,,,,yes,,,,,,yes,,,,,,,,yes,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,yes,,,,,yes,,,,,
2946,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/18/12,,,,,,,,, , , , ,yes, ,,,,4/11/12 18:58,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9141,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,,5/18/12,,1954,1933,1933,0,0,0,0, , , , , , ,,,,,,,,,,2/28/13 18:00,5/31/15 2:45,yes,,,,,,,,,,,,,,yes,,,,,,,,yes,,yes,,,yes,,,,,yes,,yes,yes,yes,yes,yes,,,,,,,,yes,,,,,,,,,,,,,yes,yes,,,,,
2242,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,,5/23/12,,1999,3489,2097,1392,0,0,0, ,yes, , ,yes,yes,,,,,,,,,,7/13/12 19:00,5/31/15 3:59,yes,yes,,,,yes,,,,,,,,yes,,,,yes,,yes,,,yes,,,,,yes,,,,,,,yes,yes,,,,,,,yes,yes,yes,yes,yes,,yes,,,,,,yes,yes,,,,yes,yes,,,,,
4575,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,5/24/12,,,,,,,,, , , , , , ,,,,4/11/12 18:57,5/10/13 16:27,,,,,7/3/14 0:00,5/31/15 2:59,yes,,,,,,,,,,,,,yes,,yes,,yes,yes,,yes,,yes,,yes,,,yes,,,,,,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,,yes,,yes,,,yes,yes,,,,
2974,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,,5/25/12,,2001,3442,2347,1095,0,0,0, ,yes, , , , ,,,,,,,,,,6/16/12 19:00,5/31/15 3:59,yes,yes,,,,yes,,,,,,,,yes,,yes,,yes,,yes,,,yes,yes,yes,,,yes,,,,,yes,,yes,,yes,yes,yes,yes,,,,,yes,,,,yes,,,,,,yes,yes,,,,,yes,,,,,
5568,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,,5/25/12,,1999,3497,2199,1298,0,0,0, , , ,yes, ,yes,,,,,,,,,,9/16/12 19:00,5/31/15 2:46,yes,yes,,,,yes,,,,,,,,yes,,yes,yes,yes,yes,yes,,,yes,yes,yes,,,yes,,,,yes,,,yes,yes,yes,yes,,,,,yes,,yes,,,,yes,,,,,,yes,yes,,,,,yes,,,,,
3036,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,6/4/12,,2011,2101,710,1028,363,,, ,yes, ,yes,yes,yes,,,,4/11/12 18:59,5/10/13 16:29,,,,,7/13/12 0:00,5/31/15 2:59,yes,,,,,yes,,,,,,,yes,yes,,,,yes,,yes,,,yes,,,,yes,yes,,,,,,,yes,yes,yes,yes,,,,,yes,,yes,,,,,,,,,,,yes,,yes,,,yes,,,,,
520,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,6/5/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1681,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,,6/6/12,,,,,,,,, , , , , , ,,,,,,,,,,3/13/13 19:00,5/31/15 2:51,yes,,,,,,,yes,,,,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,yes,,yes,,,,,,,,yes,yes,,,,,,,,,,,,,,,yes,,yes,,,
3829,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,6/11/12,,,,,,,,, , , , ,yes, ,,,,,,,,,,10/9/13 19:00,5/31/15 2:59,yes,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,yes,,,yes,,
7419,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,6/11/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9771,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,,6/15/12,,2000,3364,1544,1820,0,0,0, ,yes, , , , ,2,,,,,,,,,7/18/12 19:00,5/31/15 2:45,yes,yes,,,,,,,,,,,,yes,,yes,,,,yes,,,yes,yes,,,,yes,,,,,yes,,yes,yes,,,,,,,yes,,,yes,,,yes,,,,,,yes,yes,yes,,,,yes,,,,,
5814,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,,7/2/12,,1951,1080,,,,,, ,yes, ,yes,yes,yes,,,,,,8/30/13 18:00,54:36.3,,,10/13/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,yes,,,,,,,,,yes,yes,,,,,yes,yes,,,yes,,,,,,,,,,,,,,yes,,,,,
8079,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,,7/2/12,,1993,3131,1892,1239,0,0,0, , , , , , ,0,,,,,,,,,2/16/13 18:00,5/31/15 2:58,yes,yes,,,,,,yes,,,,,,,yes,,,yes,yes,,,,yes,yes,,,,yes,,,,yes,,,yes,yes,,,,,,,yes,,yes,,,,yes,,,yes,yes,,,yes,,,,,yes,,,,,
9474,yes,Town Home,,,yes,,,,,Austin,Texas,,7/2/12,,2008,1994,1001,993,0,0,0, , , , , , ,,,,4/17/12 15:52,5/10/13 16:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6692,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,,7/3/12,,2007,2521,2521,0,0,0,0, , , ,yes,yes, ,,,,4/11/12 18:49,5/10/13 16:25,,,,,8/15/13 19:00,5/31/15 3:59,yes,,,,,,,yes,,,,,,yes,,,,yes,yes,yes,yes,,yes,,,,,yes,,,,yes,,,yes,yes,,,,,,,yes,,yes,yes,,,yes,,,,,,,yes,,,,,yes,,,,,
580,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,7/13/12,,,,,,,,, , , , , , ,,,,,,,,,,8/13/13 19:00,5/31/15 2:50,yes,,,,,,,,,,,,,,yes,,,yes,yes,,,,,,,,,yes,,,,,yes,,,,,,,,,,,,,,,,yes,,,,yes,,,yes,yes,,,,yes,,,,,yes
5636,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,7/23/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9701,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,,8/3/12,,2008,1185,602,583,,,, , , ,yes, , ,,,,4/11/12 18:58,5/10/13 16:29,,,,,11/1/12 19:00,5/31/15 2:59,yes,,,,,,,yes,,,,,,yes,,,,yes,,yes,,,yes,,,,,yes,,,,,,,yes,yes,yes,yes,yes,,,,,,yes,,,,,,,,,,yes,yes,,,,,yes,,,,,
26,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,8/7/12,,2008,2075,2075,0,0,0,0, ,yes, , ,yes, ,,,,4/11/12 18:58,5/10/13 16:29,,,,,11/2/12 19:00,5/31/15 3:59,yes,,,,,,,,,,,,yes,,yes,,,yes,yes,,,,yes,,,,yes,yes,,,,,,,yes,,yes,yes,,,,,,,yes,,,,yes,yes,,,,,,yes,yes,,,,yes,,yes,,,
5412,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,8/10/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6072,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,,8/15/12,,1953,1636,,,,,, , , ,yes,yes, ,1,,,,,,,,,9/20/12 19:00,5/31/15 2:59,yes,,,,,,,yes,,,,,yes,,,,,yes,,yes,,,yes,,,,,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,yes,,,,,yes,,,,,
160,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,,8/21/12,,1948,1018,,,,,, , , ,yes, , ,,,,,,,,,,2/15/13 18:00,5/31/15 3:59,yes,,,,,yes,,,,,,,,,yes,,,,,,,,yes,,,,,yes,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,yes,,,,,yes
8703,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,8/21/12,,,,,,,,, , , , , ,yes,,,,4/24/12 5:38,5/10/13 16:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9578,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,8/21/12,,1972,1656,1656,0,0,0,0, , , ,yes,yes,yes,1,,,,,,,,,10/1/13 19:00,5/29/15 2:59,yes,,,,,,,yes,yes,,,,,yes,,,,,,yes,,,yes,,,,,yes,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,yes,,,,,
9484,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,,8/23/12,,1984,3043,1790,1253,0,0,0, , , , ,yes, ,,,,,,,,,,3/20/13 0:00,5/31/15 3:59,yes,,,,,,,,,,,,yes,yes,,,,yes,yes,yes,,,yes,,,,,yes,,,,,,,yes,yes,yes,,,,,,yes,,,,,,,,,,,,,yes,,,,,yes,,,yes,,
434,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,,8/28/12,,,,,,,,, , , , , ,yes,2,,,,,,,,,2/25/13 15:01,5/31/15 3:59,yes,,,,,,,yes,,,,,,,,,,yes,,yes,,,yes,,,,,yes,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,,,,,yes,,,,,yes,,,yes,,
2769,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,8/28/12,,1946,1505,1505,0,0,0,0, ,yes, ,yes, ,yes,1,,,,,,,,,1/12/13 18:00,5/31/15 3:59,yes,,,,,,,,,,,,yes,yes,,,,yes,,yes,,,yes,,,,,yes,,,,,yes,,yes,,yes,,,,,,,,,,,,,,,,,,yes,,,,,,yes,,,,,
222,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,8/29/12,,1966,2226,2226,0,0,0,0, , , , ,yes, ,1,9/12/14 14:15,9/15/14 14:59,8/30/13 19:06,12/17/13 14:55,,,,,9/12/13 19:00,5/31/15 3:59,yes,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,yes,,yes,yes,,,,,yes,,,,,
773,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,8/29/12,,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
